,County,Year,State,MME,Deaths
567,VANDERBURGH,2007,IN,78682.66572736802,24.0
568,VANDERBURGH,2008,IN,91703.32977263212,45.0
569,VANDERBURGH,2009,IN,103690.81272454439,50.0
570,VANDERBURGH,2010,IN,112695.17734035768,50.0
571,VANDERBURGH,2011,IN,132543.2791633607,52.0
572,VANDERBURGH,2012,IN,136097.1694347104,41.0
573,VERMILLION,2006,IN,3103.0153499999983,
574,VERMILLION,2007,IN,4387.607363362502,
575,VERMILLION,2008,IN,4641.301665862509,
576,VERMILLION,2009,IN,4747.601947500012,
577,VERMILLION,2010,IN,5400.397920000022,
578,VERMILLION,2011,IN,5544.899407725036,
579,VERMILLION,2012,IN,5522.168287500023,
580,VIGO,2006,IN,32296.712179614093,10.0
581,VIGO,2007,IN,40112.677993477955,
582,VIGO,2008,IN,46146.04346031559,
583,VIGO,2009,IN,50141.816423628065,16.0
584,VIGO,2010,IN,49768.1278690906,
585,VIGO,2011,IN,48740.068624090665,
586,VIGO,2012,IN,49998.83518725272,
587,WABASH,2006,IN,8876.933044500156,10.0
588,WABASH,2007,IN,10671.851380362728,
589,WABASH,2008,IN,11470.197535312727,10.0
590,WABASH,2009,IN,11934.498232725296,
591,WABASH,2010,IN,12446.36420250027,10.0
592,WABASH,2011,IN,11747.536875000269,
593,WABASH,2012,IN,13540.202197500228,
594,WARREN,2006,IN,0.3027,
595,WARRICK,2006,IN,10283.653243500174,
596,WARRICK,2007,IN,12451.51061150021,
597,WARRICK,2008,IN,13724.481990000226,
598,WARRICK,2009,IN,16716.394542000246,
599,WARRICK,2010,IN,20089.64674650038,
600,WARRICK,2011,IN,21819.880080000305,
601,WARRICK,2012,IN,22593.42137250022,
602,WASHINGTON,2006,IN,4869.523846000021,
603,WASHINGTON,2007,IN,7299.235515362506,
604,WASHINGTON,2008,IN,9914.748074362546,
605,WASHINGTON,2009,IN,11861.653031362564,
606,WASHINGTON,2010,IN,12944.040427500066,
607,WASHINGTON,2011,IN,13933.893990000051,
608,WASHINGTON,2012,IN,14077.439797500074,
609,WAYNE,2006,IN,21716.506041676017,
610,WAYNE,2007,IN,26497.044608201275,
611,WAYNE,2008,IN,28127.100247801256,10.0
612,WAYNE,2009,IN,31102.284596363825,
613,WAYNE,2010,IN,33164.181772501404,10.0
614,WAYNE,2011,IN,34113.85810976369,11.0
615,WAYNE,2012,IN,36339.0241738132,
616,WELLS,2006,IN,6687.754140000045,
617,WELLS,2007,IN,7163.323477500031,
618,WELLS,2008,IN,4011.2159984999926,
619,WELLS,2009,IN,4095.544650000003,
620,WELLS,2010,IN,5045.381167500022,
621,WELLS,2011,IN,6315.901192500034,
622,WELLS,2012,IN,7956.899156587547,
623,WHITE,2006,IN,3754.11340248748,
624,WHITE,2007,IN,4024.7732952249967,
625,WHITE,2008,IN,4263.380918999998,
626,WHITE,2009,IN,4873.307850000031,
627,WHITE,2010,IN,5945.373637500054,
628,WHITE,2011,IN,6489.5865750000685,
629,WHITE,2012,IN,7518.009652500093,
630,WHITLEY,2006,IN,7171.025645675064,
631,WHITLEY,2007,IN,7521.828281212562,
632,WHITLEY,2008,IN,8950.873392075091,
633,WHITLEY,2009,IN,9743.276962500067,
634,WHITLEY,2010,IN,10654.002225000108,
635,WHITLEY,2011,IN,12842.663891362638,
636,WHITLEY,2012,IN,15074.550518175174,
