,County,Year,State,MME,Deaths
580,SANGAMON,2006,IL,32268.432129938952,
581,SANGAMON,2007,IL,34797.24423446457,19.0
582,SANGAMON,2008,IL,40469.19217005327,
583,SANGAMON,2009,IL,45602.48278245379,11.0
584,SANGAMON,2010,IL,53004.21929839279,
585,SANGAMON,2011,IL,62995.80589339347,21.0
586,SANGAMON,2012,IL,56413.252109254514,35.0
587,SCHUYLER,2006,IL,1907.4035895000022,
588,SCHUYLER,2007,IL,1678.8999315000028,
589,SCHUYLER,2008,IL,1641.5904450000012,
590,SCHUYLER,2009,IL,1660.0935750000021,
591,SCHUYLER,2010,IL,1652.3152875000021,
592,SCHUYLER,2011,IL,1973.4945529500064,
593,SCHUYLER,2012,IL,2038.004907037502,
594,SCOTT,2006,IL,72.63060000000004,
595,SCOTT,2007,IL,96.96490800000004,
596,SCOTT,2008,IL,2.1189,
597,SHELBY,2006,IL,1112.3499300000058,
598,SHELBY,2007,IL,1565.8126785000068,
599,SHELBY,2008,IL,1425.61866000001,
600,SHELBY,2009,IL,1702.2389550000087,
601,SHELBY,2010,IL,1601.6842650000092,
602,SHELBY,2011,IL,1877.971537500009,
603,SHELBY,2012,IL,1944.2159250000107,
604,STARK,2006,IL,57.66435000000003,
605,STARK,2007,IL,57.21030000000002,
606,STARK,2008,IL,79.76145000000004,
607,STARK,2009,IL,97.62075,
608,STARK,2010,IL,92.6262000000001,
609,STARK,2011,IL,78.29752500000015,
610,STARK,2012,IL,60.600540000000066,
611,STEPHENSON,2006,IL,5696.2918898625585,
612,STEPHENSON,2007,IL,6433.64810250008,
613,STEPHENSON,2008,IL,6877.759179000098,
614,STEPHENSON,2009,IL,7803.020220000146,
615,STEPHENSON,2010,IL,8969.036025000212,
616,STEPHENSON,2011,IL,9345.280980000234,
617,STEPHENSON,2012,IL,10070.550247500174,
618,TAZEWELL,2006,IL,19457.28636236306,
619,TAZEWELL,2007,IL,22142.357395725903,
620,TAZEWELL,2008,IL,24464.10175372628,17.0
621,TAZEWELL,2009,IL,27171.959202263737,13.0
622,TAZEWELL,2010,IL,30824.7694297517,11.0
623,TAZEWELL,2011,IL,32302.497867264214,16.0
624,TAZEWELL,2012,IL,34160.760918864136,23.0
625,UNION,2006,IL,4803.900907500022,
626,UNION,2007,IL,4734.340567500013,
627,UNION,2008,IL,5120.713545000034,
628,UNION,2009,IL,5649.73160250004,
629,UNION,2010,IL,6484.324200000071,
630,UNION,2011,IL,7169.857065000049,
631,UNION,2012,IL,7726.579950225054,
632,VERMILION,2006,IL,17095.586442000305,
633,VERMILION,2007,IL,19024.16527950043,12.0
634,VERMILION,2008,IL,21050.953789500545,
635,VERMILION,2009,IL,23051.00004000051,
636,VERMILION,2010,IL,24955.60746750072,
637,VERMILION,2011,IL,28736.522782500684,
638,VERMILION,2012,IL,28934.00471636288,10.0
639,WABASH,2006,IL,2236.8214465000046,
640,WABASH,2007,IL,2688.718017000008,
641,WABASH,2008,IL,2777.3792700000095,
642,WABASH,2009,IL,2901.1512750000084,
643,WABASH,2010,IL,3185.6933327250126,
644,WABASH,2011,IL,3832.4370450000206,
645,WABASH,2012,IL,3982.8230400000184,
646,WARREN,2006,IL,1508.1877830000049,
647,WARREN,2007,IL,1471.4873625000096,
648,WARREN,2008,IL,1549.4388150000088,
649,WARREN,2009,IL,1644.3029625000086,
650,WARREN,2010,IL,1877.7501000000086,
651,WARREN,2011,IL,2191.862977500011,
652,WARREN,2012,IL,2280.0036300000143,
653,WASHINGTON,2006,IL,1097.819140500003,
654,WASHINGTON,2007,IL,1496.4701745000038,
655,WASHINGTON,2008,IL,1358.612304000002,
656,WASHINGTON,2009,IL,1574.8934365875043,
657,WASHINGTON,2010,IL,1910.534017950005,
658,WASHINGTON,2011,IL,2364.6460959000133,
659,WASHINGTON,2012,IL,1998.2128654500061,
660,WAYNE,2006,IL,2597.588712499994,
661,WAYNE,2007,IL,2698.764799999999,
662,WAYNE,2008,IL,2837.6309624999967,
663,WAYNE,2009,IL,3357.6988725000006,
664,WAYNE,2010,IL,3797.9417449875095,
665,WAYNE,2011,IL,4381.394405437521,
666,WAYNE,2012,IL,4817.087034525026,
667,WHITE,2006,IL,2857.2891974999866,
668,WHITE,2007,IL,3485.27197249999,
669,WHITE,2008,IL,3665.039324999986,
670,WHITE,2009,IL,3918.551812500003,
671,WHITE,2010,IL,4719.750045000019,
672,WHITE,2011,IL,5462.067240000041,
673,WHITE,2012,IL,4831.431300000035,
674,WHITESIDE,2006,IL,4812.012598500049,
675,WHITESIDE,2007,IL,5706.309150000075,
676,WHITESIDE,2008,IL,7221.126684000111,
677,WHITESIDE,2009,IL,8638.681207500153,
678,WHITESIDE,2010,IL,11398.73612636272,
679,WHITESIDE,2011,IL,12787.864785000253,
680,WHITESIDE,2012,IL,10884.462472500161,
681,WILL,2006,IL,81982.95343291326,45.0
682,WILL,2007,IL,82391.44194296256,51.0
683,WILL,2008,IL,88916.01707536227,50.0
684,WILL,2009,IL,100777.84583202495,64.0
685,WILL,2010,IL,117057.90789181521,54.0
686,WILL,2011,IL,127484.40986544128,68.0
687,WILL,2012,IL,138838.52713250284,65.0
688,WILLIAMSON,2006,IL,30470.4459709513,
689,WILLIAMSON,2007,IL,31779.55299776416,
690,WILLIAMSON,2008,IL,33082.53587186439,
691,WILLIAMSON,2009,IL,34591.02289428923,
692,WILLIAMSON,2010,IL,35520.781472026756,11.0
693,WILLIAMSON,2011,IL,37872.59017245194,13.0
694,WILLIAMSON,2012,IL,38436.968112226576,
695,WINNEBAGO,2006,IL,54346.20400350498,38.0
696,WINNEBAGO,2007,IL,60148.87170750659,34.0
697,WINNEBAGO,2008,IL,67747.6818160951,60.0
698,WINNEBAGO,2009,IL,73533.60423000774,55.0
699,WINNEBAGO,2010,IL,76916.26449000789,49.0
700,WINNEBAGO,2011,IL,84280.45823022067,34.0
701,WINNEBAGO,2012,IL,86788.62788385691,77.0
702,WOODFORD,2006,IL,3847.88980199999,
703,WOODFORD,2007,IL,4029.639287999996,
704,WOODFORD,2008,IL,4079.984647500009,
705,WOODFORD,2009,IL,4318.67853,
706,WOODFORD,2010,IL,4610.786730000033,
707,WOODFORD,2011,IL,5718.21857250007,
708,WOODFORD,2012,IL,5721.668299087559,
