,County,Year,State,QUANTITY,MME,Deaths
133,CRAWFORD,2006,PA,16375.0,23781.933301863664,
134,CRAWFORD,2007,PA,18157.0,25591.202904726495,
135,CRAWFORD,2008,PA,21175.0,28155.660963364324,
136,CRAWFORD,2009,PA,23819.0,32953.299015001794,
137,CRAWFORD,2010,PA,24855.0,36336.59921340174,
138,CRAWFORD,2011,PA,28225.0,39018.084011814266,
139,CRAWFORD,2012,PA,29155.0,39839.193345414045,14.0
140,CUMBERLAND,2006,PA,34760.0,55492.054846764826,
141,CUMBERLAND,2007,PA,41685.0,71198.30126302838,19.0
142,CUMBERLAND,2008,PA,47674.0,86348.30253499196,19.0
143,CUMBERLAND,2009,PA,53303.0,100338.2147036283,12.0
144,CUMBERLAND,2010,PA,58669.0,108856.04404976546,17.0
145,CUMBERLAND,2011,PA,74466.0,116982.97344064008,23.0
146,CUMBERLAND,2012,PA,75216.0,112642.70594317799,20.0
147,DAUPHIN,2006,PA,36651.0,59370.01882995331,15.0
148,DAUPHIN,2007,PA,42452.0,68038.26237367901,21.0
149,DAUPHIN,2008,PA,48199.0,79505.57278530515,22.0
150,DAUPHIN,2009,PA,56198.0,93757.17838406785,21.0
151,DAUPHIN,2010,PA,62366.0,105118.84632634174,18.0
152,DAUPHIN,2011,PA,70954.0,114050.76434167963,30.0
153,DAUPHIN,2012,PA,79925.0,125425.81943775427,29.0
154,DELAWARE,2006,PA,120421.0,253704.26137348745,101.0
155,DELAWARE,2007,PA,143007.0,271636.4687152284,102.0
156,DELAWARE,2008,PA,147232.0,263814.86053249415,108.0
157,DELAWARE,2009,PA,165676.0,310220.432838051,127.0
158,DELAWARE,2010,PA,181082.0,336972.7115990359,122.0
159,DELAWARE,2011,PA,206992.0,382952.60385470215,148.0
160,DELAWARE,2012,PA,222682.0,419485.4825187779,149.0
161,ELK,2006,PA,5573.0,9634.444726500133,
162,ELK,2007,PA,6727.0,11579.260355362625,
163,ELK,2008,PA,7701.0,12533.474701500209,
164,ELK,2009,PA,7695.0,12158.727713625149,
165,ELK,2010,PA,8798.0,13165.991141362736,
166,ELK,2011,PA,9392.0,12665.480374087841,
167,ELK,2012,PA,9835.0,13211.503638600369,
168,ERIE,2006,PA,49895.0,62385.955790269974,19.0
169,ERIE,2007,PA,56787.0,68426.05571868397,26.0
170,ERIE,2008,PA,68143.0,76838.04226149747,20.0
171,ERIE,2009,PA,76149.0,84581.81641200918,25.0
172,ERIE,2010,PA,84640.0,94193.53472430994,19.0
173,ERIE,2011,PA,97347.0,102340.37907646064,47.0
174,ERIE,2012,PA,98726.0,103121.42684532062,43.0
175,FAYETTE,2006,PA,30048.0,59336.4874750288,15.0
176,FAYETTE,2007,PA,40578.0,82172.04548064306,19.0
