,County,Year,State,QUANTITY,MME,Deaths
151,BROWN,2008,TX,13109.0,17951.23772750026,
152,BROWN,2009,TX,13243.0,17980.124137500294,
153,BROWN,2010,TX,13762.0,16576.429252725266,
154,BROWN,2011,TX,15140.0,19902.648075000066,
155,BROWN,2012,TX,14531.0,20539.27714500009,
156,BURLESON,2006,TX,1568.0,1435.5903750000039,
157,BURLESON,2007,TX,1587.0,1207.2969750000084,
158,BURLESON,2008,TX,1545.0,1394.8160250000103,
159,BURLESON,2009,TX,1562.0,1644.061575000011,
160,BURLESON,2010,TX,1929.0,1944.841950000012,
161,BURLESON,2011,TX,2302.0,2380.7210775000067,
162,BURLESON,2012,TX,2206.0,2764.3846500000086,
163,BURNET,2006,TX,5422.0,9118.951377500187,
164,BURNET,2007,TX,7121.0,11337.341475225236,
165,BURNET,2008,TX,7550.0,11782.935615225266,
166,BURNET,2009,TX,9157.0,14027.817112500368,
167,BURNET,2010,TX,9739.0,14566.150983862899,
168,BURNET,2011,TX,10836.0,15146.947560225515,
169,BURNET,2012,TX,9834.0,14856.232024537823,
170,CALDWELL,2006,TX,2005.0,2210.5024475000105,
171,CALDWELL,2007,TX,2639.0,3011.735704500005,
172,CALDWELL,2008,TX,2985.0,3681.9724530000112,
173,CALDWELL,2009,TX,3226.0,4089.9164550000114,
174,CALDWELL,2010,TX,3636.0,4134.559110000013,
175,CALDWELL,2011,TX,3887.0,4484.703682500025,
176,CALDWELL,2012,TX,3472.0,5179.044191362567,
177,CALHOUN,2006,TX,3367.0,4759.772885000005,
178,CALHOUN,2007,TX,3929.0,5457.681917500027,
179,CALHOUN,2008,TX,4224.0,5607.489700000055,
180,CALHOUN,2009,TX,4286.0,5774.52991500005,
181,CALHOUN,2010,TX,5001.0,6833.08325250005,
182,CALHOUN,2011,TX,5184.0,6971.41582500007,
183,CALHOUN,2012,TX,5128.0,7704.785565675085,
184,CALLAHAN,2006,TX,342.0,661.4437125000003,
185,CALLAHAN,2007,TX,382.0,724.4958525000003,
186,CALLAHAN,2008,TX,442.0,784.8744720000009,
187,CALLAHAN,2009,TX,461.0,827.033505000002,
188,CALLAHAN,2010,TX,459.0,817.4939250000022,
189,CALLAHAN,2011,TX,463.0,734.0613000000005,
190,CALLAHAN,2012,TX,666.0,1188.0495075000024,
191,CAMERON,2006,TX,15522.0,18505.66451422604,
192,CAMERON,2007,TX,18774.0,24581.830020263704,11.0
