,County,Deaths,MME,QUANTITY,State,Year,County Code,Population,MME_Per_Capita,Deaths_Per_100000
1157,MONTGOMERY,,548.1020999999997,180.0,GA,2009,13209.0,8980.0,0.061035868596881926,
1158,MONTGOMERY,,748.1221499999987,277.0,GA,2010,13209.0,9146.0,0.08179774218237466,
1159,MONTGOMERY,,403.59629999999925,281.0,GA,2011,13209.0,9030.0,0.04469504983388696,
1160,MONTGOMERY,,505.23554999999914,377.0,GA,2012,13209.0,8887.0,0.056851080229548684,
1161,MORGAN,,3131.2581864999906,2202.0,GA,2006,13211.0,17228.0,0.18175401593336374,
1162,MORGAN,,3380.0929247249983,2521.0,GA,2007,13211.0,17331.0,0.19503161529773227,
1163,MORGAN,,3776.796814500006,2764.0,GA,2008,13211.0,17434.0,0.21663398041183926,
1164,MORGAN,,4755.4861425000345,3267.0,GA,2009,13211.0,17536.0,0.27118420064439064,
1165,MORGAN,,6231.154657725065,3798.0,GA,2010,13211.0,17894.0,0.34822592252850476,
1166,MORGAN,,6454.141290000063,3934.0,GA,2011,13211.0,17898.0,0.36060684378143165,
1167,MORGAN,,8441.299736362607,4885.0,GA,2012,13211.0,17801.0,0.4742036816112919,
1168,MURRAY,,8772.052013225082,4792.0,GA,2006,13213.0,39031.0,0.2247457665246876,
1169,MURRAY,,10175.70716222513,6055.0,GA,2007,13213.0,39085.0,0.26034814282269747,
1170,MURRAY,11.0,12007.073763000222,7061.0,GA,2008,13213.0,39139.0,0.30678028981323546,28.10495924780909
1171,MURRAY,,14640.53352750022,8199.0,GA,2009,13213.0,39193.0,0.3735497034547042,
1172,MURRAY,10.0,15191.540336587737,8805.0,GA,2010,13213.0,39534.0,0.38426519797105624,25.294683057621288
1173,MURRAY,15.0,16878.405454087813,10327.0,GA,2011,13213.0,39365.0,0.4287668094522498,38.104915534103895
1174,MURRAY,10.0,17748.313413862732,10695.0,GA,2012,13213.0,39317.0,0.45141575943898904,25.434290510466212
1175,MUSCOGEE,,45567.906151354255,34988.0,GA,2006,13215.0,197168.0,0.2311120777781093,
1176,MUSCOGEE,,54511.314974067594,39413.0,GA,2007,13215.0,197131.0,0.27652330163225264,
1177,MUSCOGEE,11.0,59565.322243180584,44748.0,GA,2008,13215.0,197094.0,0.30221783637848226,5.581093285437405
1178,MUSCOGEE,14.0,67729.25354445576,48480.0,GA,2009,13215.0,197057.0,0.34370387017185766,7.104543355475826
1179,MUSCOGEE,23.0,81272.51143084475,55381.0,GA,2010,13215.0,191105.0,0.42527674017343736,12.035268569634493
1180,MUSCOGEE,21.0,95051.73452385838,65958.0,GA,2011,13215.0,195244.0,0.48683562375211725,10.755772264448588
1181,MUSCOGEE,21.0,102999.24256928348,85386.0,GA,2012,13215.0,198944.0,0.5177298263294369,10.555734276982466
1182,NEWTON,,15173.728528262664,10487.0,GA,2006,13217.0,94131.0,0.16119799564715837,
1183,NEWTON,10.0,18236.840234687614,12810.0,GA,2007,13217.0,95366.0,0.1912300005734498,10.485917412914455
1184,NEWTON,,21061.927350375307,15767.0,GA,2008,13217.0,96602.0,0.21802786019311512,
1185,NEWTON,13.0,26031.820531350382,19141.0,GA,2009,13217.0,97837.0,0.2660733723575987,13.28740660486319
1186,NEWTON,,29471.81417658765,20062.0,GA,2010,13217.0,100154.0,0.29426497370636867,
1187,NEWTON,10.0,32922.56415408771,21530.0,GA,2011,13217.0,100453.0,0.32774097492446924,9.954904283595313
1188,NEWTON,,31803.023126362692,22401.0,GA,2012,13217.0,100973.0,0.314965615821682,
1189,OCONEE,,3201.630478000002,2373.0,GA,2006,13219.0,29009.0,0.11036679920024826,
1190,OCONEE,,3983.7260045000094,3372.0,GA,2007,13219.0,29812.0,0.13362827064604887,
1191,OCONEE,,4502.584808362514,3941.0,GA,2008,13219.0,30614.0,0.14707600471557178,
1192,OCONEE,,4967.062833862524,4270.0,GA,2009,13219.0,31416.0,0.15810615081049542,
1193,OCONEE,,6134.709532612521,4680.0,GA,2010,13219.0,32927.0,0.1863124345556085,
1194,OCONEE,,6894.3346202250505,5188.0,GA,2011,13219.0,33259.0,0.20729230043672542,
1195,OCONEE,,6756.681877950054,5321.0,GA,2012,13219.0,33511.0,0.20162579087314772,
1196,OGLETHORPE,,1241.7708745000004,724.0,GA,2006,13221.0,14457.0,0.08589409106315282,
1197,OGLETHORPE,,2210.8848600000024,1576.0,GA,2007,13221.0,14489.0,0.15259057629926168,
1198,OGLETHORPE,,2013.7788675000045,2126.0,GA,2008,13221.0,14521.0,0.13868045365332998,
1199,OGLETHORPE,,2453.4962700000024,2268.0,GA,2009,13221.0,14553.0,0.16859041228612673,
1200,OGLETHORPE,,3034.2298950000013,2566.0,GA,2010,13221.0,14893.0,0.20373530484120064,
1201,OGLETHORPE,,3248.651857500003,2487.0,GA,2011,13221.0,14701.0,0.22098169223182118,
1202,OGLETHORPE,,3931.3833225000135,2148.0,GA,2012,13221.0,14503.0,0.2710738000758473,
1203,PAULDING,18.0,20442.622767501114,15315.0,GA,2006,13223.0,129573.0,0.15776915536030742,13.89178301034938
1204,PAULDING,20.0,29054.782052726612,20897.0,GA,2007,13223.0,132224.0,0.21973909466304614,15.125847047434656
1205,PAULDING,18.0,32480.170171726426,22739.0,GA,2008,13223.0,134876.0,0.24081504620337515,13.345591506272429
1206,PAULDING,22.0,38467.39592636358,26138.0,GA,2009,13223.0,137527.0,0.27970795499330003,15.996858798635904
1207,PAULDING,31.0,43254.62444295103,26504.0,GA,2010,13223.0,142817.0,0.3028674768616554,21.706099413935316
1208,PAULDING,19.0,44882.92104761371,28137.0,GA,2011,13223.0,143574.0,0.3126117615140186,13.233593826180226
1209,PAULDING,19.0,42966.593925000954,27464.0,GA,2012,13223.0,144720.0,0.296894651223058,13.128800442233278
1210,PEACH,,4040.089724087503,3037.0,GA,2006,13225.0,28014.0,0.1442168103122547,
1211,PEACH,,5125.475937950034,3255.0,GA,2007,13225.0,27914.0,0.18361667757935207,
1212,PEACH,,5077.662974862536,3144.0,GA,2008,13225.0,27814.0,0.18255781170858332,
1213,PEACH,,6276.608370225039,3606.0,GA,2009,13225.0,27714.0,0.2264778945740434,
1214,PEACH,,8086.6134038625805,4406.0,GA,2010,13225.0,27738.0,0.291535561463068,
1215,PEACH,,8817.943177500136,5095.0,GA,2011,13225.0,27659.0,0.31880918245417894,
1216,PEACH,,9620.321415000106,5713.0,GA,2012,13225.0,27643.0,0.34802016477951403,
1217,PICKENS,,9067.823479500104,6220.0,GA,2006,13227.0,27536.0,0.32930794158556453,
1218,PICKENS,,11553.32260253766,7711.0,GA,2007,13227.0,27868.0,0.41457308032645546,
1219,PICKENS,,12612.074250525258,9050.0,GA,2008,13227.0,28200.0,0.4472366755505411,
1220,PICKENS,,12936.023996775228,8820.0,GA,2009,13227.0,28532.0,0.4533865132754531,
1221,PICKENS,,15193.42791975025,9392.0,GA,2010,13227.0,29457.0,0.515783274595181,
1222,PICKENS,,17933.016399300348,10634.0,GA,2011,13227.0,29416.0,0.6096347701693074,
1223,PICKENS,,18753.609469087914,10866.0,GA,2012,13227.0,29286.0,0.6403609051795368,
1224,PIERCE,,4953.368176500016,3234.0,GA,2006,13229.0,18485.0,0.26796690162293835,
1225,PIERCE,,5856.794240362521,3399.0,GA,2007,13229.0,18554.0,0.3156620804334656,
1226,PIERCE,,5750.465697000013,3395.0,GA,2008,13229.0,18623.0,0.30878299398593206,
1227,PIERCE,,5805.769929075038,3533.0,GA,2009,13229.0,18692.0,0.3106018579646393,
1228,PIERCE,,12793.703877712649,6016.0,GA,2010,13229.0,18814.0,0.6800097734512942,
1229,PIERCE,,9302.08780136261,4945.0,GA,2011,13229.0,18773.0,0.4955035317404043,
1230,PIERCE,,8372.561231362572,4844.0,GA,2012,13229.0,18904.0,0.4428989225223536,
1231,PIKE,,1817.8588875000016,1427.0,GA,2006,13231.0,17362.0,0.10470331111047124,
1232,PIKE,,1680.2444249999992,1382.0,GA,2007,13231.0,17437.0,0.09636086626139813,
1233,PIKE,,1470.8061900000016,1232.0,GA,2008,13231.0,17512.0,0.08398847590223855,
1234,PIKE,,1589.6328750000039,1213.0,GA,2009,13231.0,17587.0,0.09038681270256461,
1235,PIKE,,1655.1286875000023,1369.0,GA,2010,13231.0,17923.0,0.09234663212073885,
1236,PIKE,,1912.5216002249995,1501.0,GA,2011,13231.0,17783.0,0.10754774786172185,
1237,PIKE,,2168.248927499997,1561.0,GA,2012,13231.0,17769.0,0.12202425164612511,
1238,POLK,,20132.681317313032,14984.0,GA,2006,13233.0,40497.0,0.497140067592983,
1239,POLK,,24624.24877567592,18932.0,GA,2007,13233.0,40614.0,0.6062995217332919,
1240,POLK,,26004.63369686352,21448.0,GA,2008,13233.0,40732.0,0.6384325271742983,
1241,POLK,,26745.46611045089,22597.0,GA,2009,13233.0,40849.0,0.65473980049575,
1242,POLK,11.0,27923.512676588507,23385.0,GA,2010,13233.0,41530.0,0.6723696767779559,26.48687695641705
1243,POLK,,32976.242632500966,25142.0,GA,2011,13233.0,41262.0,0.7991915717246126,
1244,POLK,,30934.11996000082,25191.0,GA,2012,13233.0,41086.0,0.7529114530497205,
1245,PULASKI,,3747.8455963625142,2919.0,GA,2006,13235.0,12372.0,0.30292964729732574,
1246,PULASKI,,3976.5501643625225,3401.0,GA,2007,13235.0,12264.0,0.3242457733498469,
1247,PULASKI,,4502.092233862551,3805.0,GA,2008,13235.0,12156.0,0.37035967702061134,
1248,PULASKI,,5248.152199087561,4512.0,GA,2009,13235.0,12047.0,0.43563976086059275,
1249,PULASKI,,6312.872306362608,5184.0,GA,2010,13235.0,11970.0,0.5273911701221894,
1250,PULASKI,,7593.181511362624,6079.0,GA,2011,13235.0,11842.0,0.6412076939167898,
1251,PULASKI,,8624.575278862621,6612.0,GA,2012,13235.0,11702.0,0.7370172003813554,
1252,PUTNAM,,2980.116198,1976.0,GA,2006,13237.0,20751.0,0.14361313661992195,
1253,PUTNAM,,3344.067425362489,2322.0,GA,2007,13237.0,20829.0,0.16054863053255022,
1254,PUTNAM,,4025.7733583624877,2878.0,GA,2008,13237.0,20907.0,0.19255624232852575,
1255,PUTNAM,,4576.153230225019,3269.0,GA,2009,13237.0,20985.0,0.2180678213116521,
1256,PUTNAM,,4901.970795225026,3422.0,GA,2010,13237.0,21191.0,0.23132324077320685,
1257,PUTNAM,,5290.192365450042,3801.0,GA,2011,13237.0,21241.0,0.2490557113812929,
1258,PUTNAM,,5613.472001362536,3852.0,GA,2012,13237.0,21139.0,0.2655504991419904,
1259,RABUN,,7310.533186500059,4925.0,GA,2006,13241.0,15889.0,0.4601002697778374,
1260,RABUN,,8643.056851350084,5839.0,GA,2007,13241.0,15949.0,0.5419184181672885,
1261,RABUN,,10524.799009087596,6953.0,GA,2008,13241.0,16009.0,0.6574301336178147,
1262,RABUN,,11683.348317262651,6473.0,GA,2009,13241.0,16069.0,0.7270737642207139,
1263,RABUN,,11628.199170225113,6652.0,GA,2010,13241.0,16279.0,0.7143067246283624,
1264,RABUN,,12000.333882037648,6994.0,GA,2011,13241.0,16261.0,0.7379825276451416,
1265,RABUN,,12142.440485437675,7238.0,GA,2012,13241.0,16308.0,0.744569566190684,
1266,RANDOLPH,,575.9793554999998,465.0,GA,2006,13243.0,7961.0,0.07235012630322821,
1267,RANDOLPH,,683.067820950001,606.0,GA,2007,13243.0,7871.0,0.0867828510926186,
1268,RANDOLPH,,702.3451868624996,721.0,GA,2008,13243.0,7781.0,0.09026412888606858,
1269,RANDOLPH,,900.268485000002,965.0,GA,2009,13243.0,7691.0,0.11705480236640255,
1270,RANDOLPH,,958.0746825000044,1209.0,GA,2010,13243.0,7666.0,0.12497713051134939,
1271,RANDOLPH,,1278.0833250000067,1620.0,GA,2011,13243.0,7564.0,0.16896923915917592,
1272,RANDOLPH,,1401.78537750001,1422.0,GA,2012,13243.0,7304.0,0.1919202324069017,
1273,RICHMOND,23.0,44785.93756721473,35483.0,GA,2006,13245.0,200396.0,0.2234871832133113,11.477274995508893
1274,RICHMOND,13.0,52950.708223089874,41289.0,GA,2007,13245.0,200504.0,0.2640880392565229,6.483661173841918
1275,RICHMOND,16.0,61776.8556172148,44427.0,GA,2008,13245.0,200612.0,0.3079419756406137,7.975594680278348
1276,RICHMOND,19.0,67375.71323812692,47949.0,GA,2009,13245.0,200720.0,0.33567015363753944,9.465922678357911
1277,RICHMOND,29.0,81258.43528845263,55832.0,GA,2010,13245.0,200917.0,0.40443782899631503,14.43382093103122
1278,RICHMOND,21.0,94727.33669610301,61717.0,GA,2011,13245.0,200348.0,0.4728139871428864,10.481761734581827
1279,RICHMOND,28.0,99701.89282267846,62413.0,GA,2012,13245.0,201572.0,0.4946217372585402,13.890818169190165
1280,ROCKDALE,10.0,22055.746354000483,22413.0,GA,2006,13247.0,81752.0,0.26978846210490853,12.23211664546433
1281,ROCKDALE,10.0,22674.44353058805,15518.0,GA,2007,13247.0,82474.0,0.27492838386143575,12.125033343841695
1282,ROCKDALE,,24682.722052725898,16718.0,GA,2008,13247.0,83196.0,0.2966815959027585,
1283,ROCKDALE,,30676.692195000687,33815.0,GA,2009,13247.0,83919.0,0.36555121241912664,
1284,ROCKDALE,,39152.597059538166,49389.0,GA,2010,13247.0,85363.0,0.45866004076166683,
1285,ROCKDALE,,45491.458856588564,53900.0,GA,2011,13247.0,85413.0,0.5326057960332569,
1286,ROCKDALE,10.0,47470.543682700765,58220.0,GA,2012,13247.0,85437.0,0.5556204417606044,11.704530823881925
1287,SCHLEY,,401.5822379999999,167.0,GA,2006,13249.0,4879.0,0.08230830866980937,
1288,SCHLEY,,469.8148094999997,123.0,GA,2007,13249.0,4911.0,0.09566581337813067,
1289,SCHLEY,,476.4996734999992,133.0,GA,2008,13249.0,4943.0,0.0963988819542786,
1290,SCHLEY,,447.2262452249996,151.0,GA,2009,13249.0,4976.0,0.08987665699859317,
1291,SCHLEY,,586.9645874999992,176.0,GA,2010,13249.0,5017.0,0.1169951340442494,
1292,SCHLEY,,491.649799087499,173.0,GA,2011,13249.0,5042.0,0.0975108685219157,
1293,SCHLEY,,345.80291249999937,189.0,GA,2012,13249.0,5022.0,0.0688576090203105,
1294,SCREVEN,,1694.0432344999988,1148.0,GA,2006,13251.0,14663.0,0.11553183076450922,
1295,SCREVEN,,2250.3380519999955,1312.0,GA,2007,13251.0,14596.0,0.15417498300904325,
1296,SCREVEN,,2730.9872925000004,1549.0,GA,2008,13251.0,14529.0,0.1879680151765435,
1297,SCREVEN,,2651.177325,1710.0,GA,2009,13251.0,14463.0,0.18330756585770588,
1298,SCREVEN,,2688.763815000009,1741.0,GA,2010,13251.0,14499.0,0.18544477653631347,
1299,SCREVEN,,3104.1248025000145,2086.0,GA,2011,13251.0,14404.0,0.21550436007359167,
1300,SCREVEN,,2995.489076587511,2145.0,GA,2012,13251.0,14168.0,0.21142638880487796,
1301,SEMINOLE,,2312.492695500007,1527.0,GA,2006,13253.0,9165.0,0.25231780638297946,
1302,SEMINOLE,,2490.73424362501,1771.0,GA,2007,13253.0,9095.0,0.27385753090984166,
1303,SEMINOLE,,2698.7038217625104,1844.0,GA,2008,13253.0,9024.0,0.29905849088680303,
1304,SEMINOLE,,2883.6841324875154,1913.0,GA,2009,13253.0,8953.0,0.32209138082067634,
1305,SEMINOLE,,3277.01911215002,2098.0,GA,2010,13253.0,8727.0,0.3755035077518071,
1306,SEMINOLE,,3653.1398974875265,2480.0,GA,2011,13253.0,8765.0,0.41678721020964365,
1307,SEMINOLE,,3518.334761587529,2555.0,GA,2012,13253.0,8868.0,0.3967450114555175,
1308,SPALDING,,19949.46353900044,15684.0,GA,2006,13255.0,62421.0,0.3195953851908883,
1309,SPALDING,,21720.500104400395,15192.0,GA,2007,13255.0,62659.0,0.3466461339057501,
1310,SPALDING,,23327.17485743825,15249.0,GA,2008,13255.0,62896.0,0.37088487117524566,
1311,SPALDING,,24635.156285663106,15977.0,GA,2009,13255.0,63134.0,0.39020426847123746,
1312,SPALDING,,32950.82668770077,20792.0,GA,2010,13255.0,64087.0,0.5141577338259049,
1313,SPALDING,,34956.263273588294,21612.0,GA,2011,13255.0,64032.0,0.5459186543226557,
1314,SPALDING,15.0,34349.64590201333,24104.0,GA,2012,13255.0,63682.0,0.5393933278165468,23.55453660374988
1315,STEPHENS,,17370.255829925343,10913.0,GA,2006,13257.0,25802.0,0.6732135427457306,
1316,STEPHENS,,21322.500078937814,12960.0,GA,2007,13257.0,25793.0,0.826677783853674,
1317,STEPHENS,,24142.196945937983,16144.0,GA,2008,13257.0,25784.0,0.9363247341738281,
1318,STEPHENS,,26117.963727712755,18020.0,GA,2009,13257.0,25775.0,1.01330606121097,
1319,STEPHENS,,29773.09460295045,19237.0,GA,2010,13257.0,26135.0,1.1392039258829327,
1320,STEPHENS,,36977.64213817541,21671.0,GA,2011,13257.0,25764.0,1.4352446102381389,
1321,STEPHENS,,30549.977037938028,19452.0,GA,2012,13257.0,25721.0,1.1877445292927191,
1322,STEWART,,539.8757249999989,398.0,GA,2006,13259.0,5877.0,0.09186246809596714,
1323,STEWART,,609.3922988625,374.0,GA,2007,13259.0,5893.0,0.10340951957619209,
1324,STEWART,,634.1748899999999,374.0,GA,2008,13259.0,5909.0,0.10732355559316295,
1325,STEWART,,850.3953375000017,419.0,GA,2009,13259.0,5925.0,0.14352663924050663,
1326,STEWART,,1185.3874125000032,612.0,GA,2010,13259.0,6098.0,0.1943895396031491,
1327,STEWART,,1288.1846250000024,568.0,GA,2011,13259.0,6063.0,0.21246653884215774,
1328,STEWART,,959.9839127249992,496.0,GA,2012,13259.0,6105.0,0.15724552214987703,
1329,SUMTER,,4216.2493844999735,4238.0,GA,2006,13261.0,33936.0,0.12424120062765127,
1330,SUMTER,,4441.587521625012,3276.0,GA,2007,13261.0,33575.0,0.1322885337788537,
1331,SUMTER,,4738.269365262508,3629.0,GA,2008,13261.0,33214.0,0.1426587994599418,
1332,SUMTER,,5019.432240000024,3939.0,GA,2009,13261.0,32853.0,0.15278459318783744,
1333,SUMTER,,5856.107227500045,4565.0,GA,2010,13261.0,32683.0,0.17917899909739146,
1334,SUMTER,,7420.300815000094,5508.0,GA,2011,13261.0,32067.0,0.23139990691365248,
1335,SUMTER,,7447.961212500083,5716.0,GA,2012,13261.0,31586.0,0.23579944318685755,
1336,TALBOT,,191.6218125000001,122.0,GA,2006,13263.0,7153.0,0.026789013351041533,
1337,TALBOT,,26.620199999999997,40.0,GA,2011,13263.0,6834.0,0.0038952589991220364,
1338,TATTNALL,,4909.166124000032,2992.0,GA,2006,13267.0,25588.0,0.19185423339065313,
1339,TATTNALL,,7540.538364000111,4176.0,GA,2007,13267.0,25568.0,0.2949209310075137,
1340,TATTNALL,,9866.718307500125,5088.0,GA,2008,13267.0,25547.0,0.3862182764121081,
1341,TATTNALL,,10431.186705000107,5252.0,GA,2009,13267.0,25526.0,0.4086494830760835,
1342,TATTNALL,,11548.677498862646,5684.0,GA,2010,13267.0,25484.0,0.45317365793684844,
1343,TATTNALL,,10688.306887500115,5862.0,GA,2011,13267.0,25441.0,0.420121335147994,
1344,TATTNALL,,10844.763172500103,6229.0,GA,2012,13267.0,25469.0,0.42580247251561126,
1345,TAYLOR,,2412.810519000001,837.0,GA,2006,13269.0,8914.0,0.2706765222122505,
1346,TAYLOR,,2459.267960362503,946.0,GA,2007,13269.0,8840.0,0.2781977330726813,
1347,TAYLOR,,2593.67006250001,913.0,GA,2008,13269.0,8767.0,0.29584465181932357,
1348,TAYLOR,,2591.698237500009,890.0,GA,2009,13269.0,8693.0,0.298136228862304,
1349,TAYLOR,,3870.5774550000233,1439.0,GA,2010,13269.0,8779.0,0.4408904721494502,
1350,TAYLOR,,3504.3740550000202,1299.0,GA,2011,13269.0,8439.0,0.4152593974404574,
1351,TAYLOR,,3734.165865000026,1539.0,GA,2012,13269.0,8362.0,0.4465637245874224,
1352,TELFAIR,,6328.326166162525,3124.0,GA,2006,13271.0,16887.0,0.37474543531488863,
1353,TELFAIR,,5755.37516250002,2945.0,GA,2007,13271.0,16808.0,0.3424187983400774,
1354,TELFAIR,,6236.535607725063,3293.0,GA,2008,13271.0,16730.0,0.37277558922445087,
1355,TELFAIR,,6765.563227500045,3179.0,GA,2009,13271.0,16651.0,0.4063157304366131,
1356,TELFAIR,,13895.573516362596,5116.0,GA,2010,13271.0,16518.0,0.8412382562273033,
1357,TELFAIR,,15090.633258862605,6002.0,GA,2011,13271.0,16239.0,0.9292834077752697,
1358,TELFAIR,,9805.204473862597,4191.0,GA,2012,13271.0,16365.0,0.5991570103185211,
1359,TERRELL,,678.5992500000003,387.0,GA,2006,13273.0,9940.0,0.06826954225352116,
1360,TERRELL,,616.7577899999998,380.0,GA,2007,13273.0,9831.0,0.06273601769911502,
1361,TERRELL,,620.4549374999998,394.0,GA,2008,13273.0,9722.0,0.06381968087842006,
1362,TERRELL,,1015.421062500002,528.0,GA,2009,13273.0,9613.0,0.10562998673671091,
1363,TERRELL,,1082.7360375000026,602.0,GA,2010,13273.0,9525.0,0.11367307480314988,
1364,TERRELL,,1434.2331975000063,751.0,GA,2011,13273.0,9392.0,0.1527079639586889,
1365,TERRELL,,1790.7302250000089,914.0,GA,2012,13273.0,9226.0,0.1940960573379589,
1366,THOMAS,,6593.51530800006,5752.0,GA,2006,13275.0,44711.0,0.14746964523271813,
1367,THOMAS,,7479.683753175066,6562.0,GA,2007,13275.0,44709.0,0.1672970487636732,
1368,THOMAS,,8643.542036887591,6717.0,GA,2008,13275.0,44708.0,0.19333322977739087,
1369,THOMAS,,8973.985617487604,7259.0,GA,2009,13275.0,44706.0,0.200733360566537,
1370,THOMAS,,11593.202683950149,8634.0,GA,2010,13275.0,44750.0,0.2590659817642491,
1371,THOMAS,,12562.601151450182,9955.0,GA,2011,13275.0,44590.0,0.28173584102826155,
1372,THOMAS,,14387.645596462693,11597.0,GA,2012,13275.0,44535.0,0.3230637834616076,
1373,TIFT,,7871.740469175068,5097.0,GA,2006,13277.0,40732.0,0.1932569102714099,
1374,TIFT,,9289.768154437588,6172.0,GA,2007,13277.0,40710.0,0.2281937645403485,
1375,TIFT,,10817.795162937564,7312.0,GA,2008,13277.0,40689.0,0.265865348446449,
1376,TIFT,,12275.77131011262,8800.0,GA,2009,13277.0,40668.0,0.3018533321066347,
1377,TIFT,,15808.29310942522,11200.0,GA,2010,13277.0,40247.0,0.3927818995061798,
1378,TIFT,,17484.167056912724,12748.0,GA,2011,13277.0,41152.0,0.4248679786380425,
1379,TIFT,,19223.169570450158,13552.0,GA,2012,13277.0,40943.0,0.4695105285506719,
1380,TOOMBS,,11944.56394822531,7074.0,GA,2006,13279.0,27448.0,0.43517064806999817,
1381,TOOMBS,,11007.696908362783,6606.0,GA,2007,13279.0,27407.0,0.4016381547912133,
1382,TOOMBS,,11725.75041750026,6811.0,GA,2008,13279.0,27366.0,0.4284787845319104,
1383,TOOMBS,,12429.085965000231,7577.0,GA,2009,13279.0,27325.0,0.4548613344922317,
1384,TOOMBS,,17936.853412500313,9357.0,GA,2010,13279.0,27249.0,0.6582573089838274,
1385,TOOMBS,,18796.781685000333,9916.0,GA,2011,13279.0,27205.0,0.6909311407829566,
1386,TOOMBS,,17636.43669386275,8964.0,GA,2012,13279.0,27179.0,0.6488993963671492,
1387,TOWNS,,2523.943090000001,1538.0,GA,2006,13281.0,9694.0,0.26036136682484023,
1388,TOWNS,,3295.3671419999987,1968.0,GA,2007,13281.0,9865.0,0.33404633978712606,
1389,TOWNS,,4271.6692775000065,2263.0,GA,2008,13281.0,10036.0,0.42563464303507437,
1390,TOWNS,,4540.792515000009,2429.0,GA,2009,13281.0,10207.0,0.44487043352601247,
1391,TOWNS,,4718.705880000018,2671.0,GA,2010,13281.0,10537.0,0.44782251874347706,
1392,TOWNS,,5080.413090000037,3215.0,GA,2011,13281.0,10579.0,0.48023566405142615,
1393,TOWNS,,4947.626040000034,3707.0,GA,2012,13281.0,10561.0,0.4684808294669097,
1394,TREUTLEN,,1490.9629725000018,962.0,GA,2006,13283.0,6860.0,0.21734154118075827,
1395,TREUTLEN,,1817.7003500000023,1077.0,GA,2007,13283.0,6851.0,0.2653189826302733,
1396,TREUTLEN,,2328.964695000008,1271.0,GA,2008,13283.0,6842.0,0.34039238453668635,
1397,TREUTLEN,,2169.5347688625006,1127.0,GA,2009,13283.0,6832.0,0.317554854927181,
1398,TREUTLEN,,3293.238510675014,1743.0,GA,2010,13283.0,6891.0,0.4779042970069676,
1399,TREUTLEN,,2885.897842500005,1652.0,GA,2011,13283.0,6821.0,0.4230901396422819,
1400,TREUTLEN,,2971.5845475000074,1651.0,GA,2012,13283.0,6788.0,0.4377702633323523,
1401,TROUP,,11997.3438816129,8977.0,GA,2006,13285.0,65855.0,0.18217817753569054,
1402,TROUP,,13120.751691612964,9511.0,GA,2007,13285.0,66243.0,0.19807001028958476,
1403,TROUP,,15024.221757362924,11290.0,GA,2008,13285.0,66631.0,0.22548396027919324,
1404,TROUP,,17585.755951800515,13406.0,GA,2009,13285.0,67019.0,0.2623995576150124,
1405,TROUP,,19304.61860111313,14704.0,GA,2010,13285.0,67052.0,0.287905187035631,
1406,TROUP,13.0,22081.614444750718,16975.0,GA,2011,13285.0,67619.0,0.32655931683033934,19.22536565166595
1407,TROUP,,23619.473650500888,20297.0,GA,2012,13285.0,68278.0,0.3459309536087889,
1408,TURNER,,1595.1928125000034,1101.0,GA,2006,13287.0,9358.0,0.17046300625133612,
1409,TURNER,,1333.4478750000044,1134.0,GA,2007,13287.0,9220.0,0.14462558297180092,
1410,TURNER,,1392.5941875000049,1106.0,GA,2008,13287.0,9082.0,0.15333562954195165,
1411,TURNER,,1490.6049000000064,1225.0,GA,2009,13287.0,8944.0,0.16665976073345332,
1412,TURNER,,2168.567430000008,1667.0,GA,2010,13287.0,8907.0,0.24346777029302882,
1413,TURNER,,2377.929082500008,1877.0,GA,2011,13287.0,8938.0,0.26604711149026716,
1414,TURNER,,2569.8003600000075,2002.0,GA,2012,13287.0,8441.0,0.3044426442364658,
1415,TWIGGS,,596.3669249999996,819.0,GA,2006,13289.0,9219.0,0.06468889521640087,
1416,TWIGGS,,326.6612624999997,222.0,GA,2007,13289.0,9126.0,0.03579457182774487,
1417,TWIGGS,,429.71581499999945,217.0,GA,2008,13289.0,9033.0,0.047571771836599074,
1418,TWIGGS,,458.68638749999917,243.0,GA,2009,13289.0,8940.0,0.05130720218120796,
1419,TWIGGS,,692.6722125000008,362.0,GA,2010,13289.0,8969.0,0.0772295922064891,
1420,TWIGGS,,774.6228375000011,386.0,GA,2011,13289.0,8822.0,0.0878058079233735,
1421,TWIGGS,,773.7613500000008,454.0,GA,2012,13289.0,8547.0,0.09053016848016857,
1422,UNION,,5010.636570500016,3570.0,GA,2006,13291.0,19421.0,0.2580009562071992,
1423,UNION,,6228.169928537559,4764.0,GA,2007,13291.0,19760.0,0.3151907858571639,
1424,UNION,,6743.523785587544,5229.0,GA,2008,13291.0,20100.0,0.33549869580037534,
1425,UNION,,7931.874247500077,6472.0,GA,2009,13291.0,20439.0,0.38807545611331656,
1426,UNION,,9584.508213862635,7717.0,GA,2010,13291.0,21368.0,0.44854493700218245,
1427,UNION,,9573.42963750017,8384.0,GA,2011,13291.0,21247.0,0.45057794688662733,
1428,UNION,,10055.756951587648,8604.0,GA,2012,13291.0,21324.0,0.4715699189452095,
1429,UPSON,,7054.6980629500695,4298.0,GA,2006,13293.0,27297.0,0.25844224870682014,
1430,UPSON,,8107.533780487591,5679.0,GA,2007,13293.0,27191.0,0.29816975398064033,
1431,UPSON,,9128.30029976264,6717.0,GA,2008,13293.0,27085.0,0.33702419419467017,
1432,UPSON,,9510.00274953764,7096.0,GA,2009,13293.0,26980.0,0.35248342288871903,
