,County,Year,State,QUANTITY,MME,Deaths
164,HARDEE,2012,FL,4096.0,7940.830061362598,
165,HENDRY,2006,FL,9276.0,16527.160282500317,
166,HENDRY,2007,FL,9806.0,19191.329012087892,
167,HENDRY,2008,FL,10517.0,20998.036911000414,
168,HENDRY,2009,FL,11019.0,22472.576881575413,
169,HENDRY,2010,FL,12672.0,27617.015310000446,
170,HENDRY,2011,FL,12171.0,26953.096248862927,
171,HENDRY,2012,FL,10295.0,19653.150187500432,
172,HERNANDO,2006,FL,53912.0,78727.92757445497,25.0
173,HERNANDO,2007,FL,64728.0,111241.43089612249,36.0
174,HERNANDO,2008,FL,85515.0,197158.77536772224,45.0
175,HERNANDO,2009,FL,98080.0,245050.01594727513,43.0
176,HERNANDO,2010,FL,122381.0,331289.8299954519,5.0
177,HERNANDO,2011,FL,101849.0,239292.42987068725,33.0
178,HERNANDO,2012,FL,82000.0,163153.66029019607,25.0
179,HIGHLANDS,2006,FL,16275.0,22995.715222501018,
180,HIGHLANDS,2007,FL,16112.0,24466.187287941113,
181,HIGHLANDS,2008,FL,17536.0,28613.962263501002,
182,HIGHLANDS,2009,FL,18859.0,33721.28850067624,
183,HIGHLANDS,2010,FL,23446.0,45729.84357431389,
184,HIGHLANDS,2011,FL,26451.0,54161.62926453876,17.0
185,HIGHLANDS,2012,FL,22165.0,41042.59796340114,11.0
186,HILLSBOROUGH,2006,FL,628041.0,1027723.7849867414,185.0
187,HILLSBOROUGH,2007,FL,464509.0,1189548.966784732,257.0
188,HILLSBOROUGH,2008,FL,536053.0,1507903.6186250553,244.0
189,HILLSBOROUGH,2009,FL,704001.0,2124149.0308500133,270.0
190,HILLSBOROUGH,2010,FL,886454.0,2801560.6110086474,259.0
191,HILLSBOROUGH,2011,FL,598107.0,1533314.54995062,242.0
192,HILLSBOROUGH,2012,FL,409951.0,855609.6664839308,41.0
193,HOLMES,2006,FL,2984.0,5115.280070000033,
194,HOLMES,2007,FL,3544.0,5388.6306392250335,
195,HOLMES,2008,FL,3711.0,5350.438789587534,
196,HOLMES,2009,FL,2688.0,5461.291740450045,
197,HOLMES,2010,FL,2432.0,5004.425704087547,
198,HOLMES,2011,FL,2596.0,5188.443866362564,
199,HOLMES,2012,FL,2881.0,5462.597160000079,
200,INDIAN RIVER,2006,FL,27910.0,43237.35108176451,23.0
201,INDIAN RIVER,2007,FL,31128.0,51702.13878888993,22.0
202,INDIAN RIVER,2008,FL,36729.0,64186.80297262764,29.0
203,INDIAN RIVER,2009,FL,43357.0,79226.07711930283,31.0
204,INDIAN RIVER,2010,FL,51159.0,111822.90470929068,18.0
205,INDIAN RIVER,2011,FL,60802.0,141158.72960861557,25.0
206,INDIAN RIVER,2012,FL,48519.0,98923.32428561535,17.0
207,JACKSON,2006,FL,7130.0,9866.87533750018,
208,JACKSON,2007,FL,8327.0,11355.73454750023,
209,JACKSON,2008,FL,8860.0,12130.103321500199,
210,JACKSON,2009,FL,9270.0,13341.586837500203,
211,JACKSON,2010,FL,10389.0,14859.5648250002,
212,JACKSON,2011,FL,10552.0,16484.638485000258,
213,JACKSON,2012,FL,11804.0,17427.980370000343,
214,JEFFERSON,2006,FL,1565.0,1465.4849204999978,
215,JEFFERSON,2007,FL,1740.0,1732.0343369999987,
216,JEFFERSON,2008,FL,1791.0,2123.4259035000014,
217,JEFFERSON,2009,FL,2016.0,2413.278483862504,
218,JEFFERSON,2010,FL,1944.0,2637.125017499998,
219,JEFFERSON,2011,FL,2100.0,2823.4519350000014,
220,JEFFERSON,2012,FL,1991.0,2213.915520000002,
221,LAFAYETTE,2006,FL,765.0,1215.7013750000024,
